 1760,1760,0.10
 1760,880 ,0.30
 880 ,880 ,0.10
 880 ,1319,0.30
 1319,1319,0.10
 1319,659 ,0.30
 659 ,659 ,0.10
 659 ,880 ,0.30
 880 ,880 ,0.10
 880 ,440 ,0.30
 440 ,440 ,0.10
 0   ,0   ,0.20
 440 ,440 ,0.10
 0   ,0   ,0.05
 440 ,440 ,0.10
 0   ,0   ,0.05
 440 ,440 ,0.40
