784 , 784 , 0.24
0   , 0   , 0.06
784 , 784 , 0.06
0   , 0   , 0.06
784 , 784 , 0.06
0   , 0   , 0.06
1047, 1047, 0.24
0   , 0   , 0.06
784 , 784 , 0.06
0   , 0   , 0.06
1047, 1047, 0.72
